iter	Passed	Remaining
431	2722	428
432	2727	422
433	2735	416
434	2741	409
435	2748	403
436	2755	397
437	2761	390
438	2769	384
439	2775	378
440	2783	372
441	2790	366
442	2796	359
443	2803	353
444	2811	347
445	2818	341
446	2831	335
447	2837	329
448	2846	323
449	2853	317
450	2859	310
451	2866	304
452	2873	298
453	2879	291
454	2886	285
455	2892	279
456	2898	272
457	2904	266
458	2910	259
459	2916	253
460	2922	247
461	2929	240
462	2936	234
463	2942	228
464	2948	221
465	2954	215
466	2960	209
467	2964	202
468	2970	196
469	2976	189
470	2982	183
471	2988	177
472	2994	170
473	2998	164
474	3004	158
475	3011	151
476	3016	145
477	3022	139
478	3028	132
479	3039	126
480	3046	120
481	3053	114
482	3059	107
483	3064	101
484	3070	94
485	3075	88
486	3080	82
487	3085	75
488	3091	69
489	3096	63
490	3101	56
491	3108	50
492	3113	44
493	3118	37
494	3125	31
495	3129	25
496	3135	18
497	3140	12
498	3145	6
499	3151	0
